1 you 22484400
2 i 19975318
3 the 17594291
4 to 13200962
5 a 11230036
6 it 10556589
7 and 8092405
8 that 7789269
9 of 6839325
10 is 5713829
11 in 5649786
12 what 5391571
13 we 5206831
14 me 5075554
15 this 4419586
16 he 4295049
17 for 4002824
18 my 3855861
19 on 3731903
20 have 3705127
21 your 3611383
22 do 3437767
23 no 3403577
24 was 3368812
25 not 3319097
26 are 3290764
27 don 3269470
28 be 3258954
29 know 3010563
30 can 2974080
31 with 2955209
32 but 2794737
33 all 2726999
34 so 2627759
35 just 2538768
36 here 2448203
37 there 2435611
38 they 2366899
39 like 2286933
40 get 2238814
41 she 2158362
42 go 2153280
43 if 2041724
44 right 1974545
45 out 1937990
46 about 1911008
47 up 1910433
48 him 1904981
49 at 1879311
50 now 1768245
51 one 1757361
52 come 1743498
53 oh 1719430
54 her 1681932
55 how 1666673
56 well 1621442
57 will 1539938
58 want 1535169
59 got 1521716
60 yeah 1499782
61 think 1416770
62 see 1386818
63 as 1374881
64 who 1354196
65 good 1353790
66 why 1351530
67 did 1348472
68 let 1335090
69 from 1320557
70 his 1292908
71 yes 1272870
72 when 1184778
73 going 1178719
74 l 1158454
75 an 1117568
76 time 1117449
77 back 1088055
78 okay 1077767
79 look 1050480
80 us 1046373
81 where 1036121
82 them 1034857
83 take 1030966
84 would 1024970
85 were 1012596
86 then 985863
87 or 980608
88 had 979259
89 been 970279
90 tell 922643
91 our 921974
92 man 910369
93 some 903823
94 say 901201
95 really 898387
96 gonna 897629
97 hey 879676
98 could 857107
99 didn 853640
100 by 841594
101 has 803111
102 something 802331
103 too 800203
104 need 796316
105 more 780363
106 way 768867
107 down 761224
108 make 745120
109 never 728075
110 very 726857
111 only 691912
112 over 681599
113 people 679620
114 because 674954
115 little 665616
116 please 657147
117 love 654135
118 give 642152
119 should 639866
120 sorry 634261
121 said 632949
122 mean 626131
123 off 623312
124 am 619201
125 any 594507
126 two 594409
127 thank 590296
128 even 576222
129 much 569337
130 doing 568193
131 sure 546535
132 thing 535354
133 these 524478
134 help 518511
135 first 506597
136 into 499706
137 anything 497858
138 still 495161
139 sir 492042
140 life 490450
141 nothing 490006
142 find 485184
143 god 483327
144 day 478964
145 work 470130
146 again 461474
147 must 460337
148 their 460207
149 won 450778
150 stop 450397
151 maybe 449837
152 call 447868
153 wait 446912
154 before 446510
155 other 446105
156 away 443108
157 talk 442738
158 after 442323
159 night 435343
160 home 434860
161 uh 431647
162 than 431472
163 thought 430366
164 put 427773
165 great 422753
166 last 409312
167 those 406217
168 better 404394
169 everything 404124
170 told 402035
171 new 391948
172 always 391777
173 things 387833
174 long 386512
175 keep 385887
176 leave 377887
177 years 373813
178 money 370857
179 does 370612
180 doesn 366420
181 around 363503
182 name 357006
183 father 349150
184 guy 344197
185 place 343632
186 feel 342785
187 ever 342727
188 guys 337711
189 old 337441
190 made 333708
191 isn 329220
192 big 323322
193 which 322915
194 nice 319252
195 girl 318851
196 hello 318629
197 believe 314933
198 done 313846
199 ok 312343
200 lot 312006
201 fine 311091
202 someone 310599
203 thanks 310176
204 house 303903
205 wanted 302530
206 coming 302500
207 kind 300566
208 every 299844
209 stay 297670
210 left 296563
211 mother 296509
212 through 296463
213 being 293158
214 enough 292765
215 may 292266
216 course 292055
217 dad 292023
218 happened 291543
219 wrong 290709
220 listen 289148
221 bad 289092
222 came 288519
223 understand 286339
224 three 285772
225 today 285406
226 world 284978
227 another 282815
228 hear 280721
229 remember 278873
230 might 278856
231 ask 278627
232 own 271754
233 same 269288
234 kill 269104
235 show 266861
236 else 265293
237 talking 260904
238 found 260586
239 care 259376
240 son 258744
241 car 258312
242 next 257757
243 getting 254015
244 try 252652
245 looking 252523
246 woman 252064
247 dead 252020
248 hi 250541
249 went 246798
250 many 244689
251 friend 243502
252 mind 243163
253 hell 240825
254 wasn 239820
255 mom 237398
256 boy 237032
257 best 236388
258 yourself 235719
259 morning 234014
260 together 233103
261 saw 231266
262 trying 230473
263 job 230173
264 without 226498
265 real 226082
266 baby 225931
267 family 225126
268 room 224802
269 move 223103
270 already 223003
271 wouldn 222761
272 live 221967
273 seen 219818
274 miss 215889
275 most 215572
276 shit 211315
277 actually 209504
278 once 209308
279 heard 208596
280 brother 207590
281 head 206988
282 ready 206516
283 happy 205956
284 huh 205097
285 hold 204882
286 such 204165
287 called 204074
288 both 203615
289 used 203320
290 knew 203092
291 men 202903
292 haven 202280
293 idea 201867
294 wife 201046
295 yet 200667
296 took 199949
297 fuck 199334
298 also 198668
299 pretty 198155
300 days 197960
301 since 197795
302 while 197116
303 whole 197015
304 tomorrow 196855
305 start 196605
306 use 196453
307 door 196315
308 bit 195828
309 matter 193243
310 bring 193182
311 meet 192793
312 tonight 191971
313 guess 191832
314 run 191100
315 alone 190824
316 everyone 188384
317 school 187749
318 gone 187208
319 hard 186967
320 myself 186764
321 wanna 186178
322 play 184286
323 problem 182547
324 end 182462
325 saying 182062
326 open 180368
327 couldn 180232
328 friends 179615
329 fucking 179076
330 ago 178965
331 killed 178699
332 looks 178541
333 few 178499
334 gotta 178206
335 ah 177708
336 anyone 177385
337 phone 176725
338 hope 175762
339 lost 175315
340 excuse 174536
341 face 174197
342 um 172992
343 until 171928
344 die 171043
345 turn 170913
346 police 169874
347 heart 169205
348 wants 168781
349 says 168668
350 true 167457
351 worry 166159
352 soon 165829
353 business 165777
354 case 164274
355 later 164215
356 each 164098
357 watch 163334
358 year 161555
359 hand 161068
360 having 158349
361 beautiful 158066
362 doctor 157732
363 eat 157103
364 sit 156455
365 probably 153277
366 thinking 152259
367 late 151455
368 forget 150563
369 young 150389
370 second 149931
371 kids 149402
372 kid 149070
373 pay 148904
374 crazy 148841
375 water 148734
376 death 148273
377 working 147548
378 under 146610
379 stuff 146452
380 minute 146345
381 part 146235
382 person 146077
383 everybody 145732
384 damn 145579
385 drink 145213
386 gave 145057
387 change 144892
388 exactly 144044
389 happen 143940
390 shut 142579
391 five 142320
392 knows 142057
393 eyes 141523
