340 leurs 71280
341 donné 71119
342 train 71016
343 corps 71013
344 endroit 70885
345 yeux 70500
346 façon 70465
347 écoute 70357
348 dont 70141
349 trouve 69532
350 premier 69513
351 perdu 69295
352 main 69118
353 première 69026
354 côté 68892
355 pouvoir 68874
356 vieux 68647
357 sois 68535
358 tiens 68182
359 matin 68015
360 tellement 67790
361 enfant 67723
362 point 67592
363 venu 65979
364 suite 65702
365 pardon 65301
366 venez 65299
367 devant 65248
368 vers 65236
369 minutes 65225
370 demandé 65005
371 chambre 64815
372 mis 64250
373 belle 64238
374 droit 64213
375 aimerais 64164
376 mme 64160
377 mari 64002
378 cause 63987
379 enfin 63918
380 espère 63892
381 eau 63881
382 attendez 63844
383 parti 63809
384 nouvelle 63487
385 boulot 63347
386 arrêter 63294
387 dirait 63232
388 terre 63085
389 compte 63071
390 donne 62879
391 loin 62705
392 fin 62582
393 croire 62453
394 chérie 62073
395 gros 61927
396 plutôt 61598
397 aura 61585
398 filles 61284
399 jouer 60846
400 bureau 60820
401 hier 60730
402 prêt 60560
403 mourir 60126
404 voulait 59694
405 celui 59311
406 demander 59226
407 possible 59165
408 jeune 58716
409 dehors 58453
410 euh 58417
411 école 58012
412 beau 57774
413 appeler 57758
414 semaine 57181
415 propos 57134
416 années 56985
417 femmes 56860
418 vérité 56677
419 chef 56434
420 confiance 56396
421 hey 56216
422 regardez 55745
423 feu 55553
424 vivre 55452
425 docteur 55388
426 journée 54546
427 près 54200
428 affaires 53984
429 madame 53694
430 meilleur 53677
431 dessus 53575
432 prie 53293
433 mains 53292
434 penses 53117
435 téléphone 53032
436 devez 52818
437 dur 52771
438 appelé 52559
439 manger 52372
440 garçon 52329
441 grande 52281
442 ait 52024
443 mariage 51998
444 équipe 51933
445 arriver 51880
446 marche 51790
447 dr 51487
448 guerre 51279
449 essaie 51170
450 derrière 51067
451 dites 51062
452 plein 51019
453 important 50945
454 fort 50753
455 font 50740
456 exactement 50719
457 presque 50594
458 parents 50497
459 dernier 50292
460 ii 50238
461 pensé 50122
462 fou 50097
463 fête 49655
464 tomber 49627
465 attendre 49622
466 sécurité 49606
467 ceux 49470
468 vue 49322
469 jeu 49057
470 génial 49011
471 souviens 48962
472 envie 48746
473 capitaine 47842
474 pays 47590
475 garde 47428
476 cours 47251
477 pos 47169
478 numéro 47047
479 bientôt 47008
480 cinq 46622
481 parfait 46612
482 laissé 46528
483 minute 46467
484 ainsi 46176
485 personnes 46147
486 autant 45826
487 retour 45776
488 essayé 45641
489 peine 45456
490 serai 45382
491 instant 45323
492 mauvais 45221
493 arme 45146
494 prison 45101
495 penser 45099
496 mot 45095
497 prend 44945
498 semble 44891
499 film 44726
500 ben 44704
501 quatre 44505
502 essayer 44416
503 rentrer 44404
504 plan 44356
505 travailler 44251
506 regarder 44170
507 parfois 43775
508 abord 43466
509 voyez 43340
510 faute 43214
511 croyais 43211
512 choix 43189
513 bas 43187
514 heureux 43097
515 facile 42889
516 voudrais 42709
517 entendre 42605
518 changer 42561
519 lit 42448
520 entrer 42184
521 plaisir 42168
522 ensuite 42038
523 fera 42019
524 allait 41841
525 étiez 41710
526 propre 41691
527 route 41682
528 tour 41615
529 travaille 41480
530 garder 41414
531 adore 41361
532 amie 41231
533 année 41122
534 drôle 41048
535 service 40936
536 attend 40916
537 voit 40899
538 rendre 40868
539 agent 40784
540 dollars 40556
541 commence 40418
542 lieu 40367
543 devoir 40195
544 sujet 39761
545 sûre 39736
546 difficile 39700
547 pire 39698
548 sorte 39620
549 ira 39606
550 ceci 39580
551 état 39524
552 morte 39422
553 voulu 39401
554 peuvent 39400
555 bizarre 39145
556 chien 39102
557 perdre 39097
558 impossible 39040
559 faisait 39012
560 mlle 39004
561 oublié 38975
562 ferai 38877
563 tôt 38835
564 the 38786
565 dès 38687
566 payer 38672
567 arrêtez 38650
568 serais 38648
569 coeur 38632
570 reviens 38605
571 pouvais 38554
572 inquiète 38522
573 calme 38399
574 café 38390
575 suffit 38322
576 prenez 38125
577 verre 38049
578 parles 38029
579 aimes 38000
580 cherche 37889
581 ferme 37745
582 problèmes 37726
583 photo 37677
584 sûrement 37656
585 montrer 37608
586 pensez 37596
587 cœur 37471
588 meurtre 37398
589 hôpital 37389
590 musique 37183
591 veulent 37103
592 avis 37086
593 sauf 37041
594 courant 37033
595 doute 36968
596 seconde 36716
597 fous 36708
598 trucs 36665
599 questions 36630
600 allais 36623
601 cool 36543
602 nouvelles 36415
603 sérieux 36389
604 john 36353
605 marché 36276
606 gentil 36258
607 haut 36166
608 malade 36164
609 allé 36060
610 devons 36043
611 dîner 36040
612 esprit 35959
613 sors 35935
614 moyen 35908
615 jack 35852
616 six 35812
617 changé 35798
618 semaines 35730
619 salle 35629
620 comprendre 35606
621 sauver 35581
622 celle 35528
623 cul 35384
624 seigneur 35377
625 simple 35240
626 appris 35054
627 commencé 34982
628 bras 34981
629 suppose 34923
630 chéri 34742
631 partout 34655
632 visage 34600
633 prochaine 34592
634 ecoute 34510
635 chemin 34472
636 retard 34320
637 soirée 34274
638 meilleure 34246
639 écrit 34189
640 livre 34088
641 s 33953
642 face 33918
643 ferais 33832
644 boire 33811
645 new 33775
646 vaut 33674
647 h 33648
648 surtout 33502
649 soyez 33488
650 morts 33469
651 bois 33356
652 joue 33351
653 rapport 33218
654 message 33177
655 rentre 33056
656 pauvre 33001
657 erreur 32914
658 sinon 32897
659 plait 32852
660 honneur 32840
661 devait 32805
662 entends 32494
663 mets 32454
664 sam 32387
665 rencontrer 32386
666 an 32384
667 occupe 32356
668 devenir 32351
669 souvent 32333
670 revenir 32312
671 pouvait 32302
672 messieurs 32291
673 sort 32254
674 pièce 32058
675 dormir 31988
676 grave 31922
677 commencer 31903
678 roi 31815
679 groupe 31796
680 carte 31750
681 intérieur 31749
682 reçu 31733
683 rêve 31707
684 bonsoir 31704
685 faux 31681
686 aviez 31434
687 manque 31324
688 écoutez 31321
689 appel 31313
690 sac 31147
691 content 31115
692 cher 31015
693 président 31013
694 envoyé 30988
695 puisse 30916
696 acheter 30881
697 début 30875
698 secret 30800
699 maître 30736
700 venue 30643
701 patron 30583
702 noël 30554
703 voyons 30351
704 cheveux 30328
705 rue 30324
706 continue 30322
707 occuper 30281
708 âge 30280
709 prix 30270
710 gagner 30269
711 mauvaise 30174
712 effet 30167
713 tirer 30161
714 avocat 30037
715 certains 30005
716 grâce 29938
717 voix 29914
718 général 29826
719 promis 29810
720 noir 29798
721 long 29752
722 apprendre 29686
723 avaient 29554
724 laissez 29509
725 dix 29503
726 accident 29454
727 probablement 29399
728 déteste 29283
729 cru 29118
730 oublie 29099
731 millions 28866
732 bout 28854
733 ordre 28771
734 okay 28759
735 incroyable 28664
736 aurai 28630
737 ressemble 28624
738 scène 28610
739 voyage 28556
740 retrouver 28495
741 bienvenue 28469
742 petits 28439
743 force 28430
744 simplement 28428
745 disparu 28418
746 armes 28317
747 ailleurs 28283
748 york 28154
749 connaissez 28095
750 prête 27856
751 soeur 27853
752 situation 27790
753 protéger 27752
754 hôtel 27746
755 utiliser 27728
756 devriez 27675
757 sœur 27640
758 complètement 27626
759 crime 27537
760 dos 27530
761 idiot 27525
762 armée 27514
763 sale 27471
764 liste 27459
765 anniversaire 27437
766 oncle 27414
767 victime 27278
768 rappelle 27185
769 agit 27165
770 arrêté 27089
771 paix 27086
772 battre 27085
773 bouge 27078
774 absolument 27067
775 finir 27044
776 pars 26994
777 libre 26994
778 rencontré 26967
779 avion 26967
780 i 26914
781 rouge 26889
782 retourner 26842
783 réussi 26751
784 mots 26735
785 bateau 26727
786 sympa 26633
787 restez 26592
788 stupide 26562
789 seras 26531
790 médecin 26413
791 photos 26386
792 balle 26381
793 faim 26356
794 contrôle 26346
795 table 26298
796 fond 26282
797 bordel 26248
798 décidé 26217
799 fasse 26201
800 habitude 26126
801 impression 26022
802 surprise 25967
803 porter 25946
804 autour 25913
805 colère 25864
806 or 25830
807 ligne 25814
808 croyez 25781
809 devais 25764
810 savait 25732
811 gagné 25676
812 jolie 25599
813 heureuse 25521
814 magnifique 25500
815 seront 25436
816 gauche 25426
817 imagine 25417
818 clair 25410
819 charlie 25391
820 sorti 25379
821 neuf 25356
822 su 25309
823 volé 25240
824 cadeau 25221
825 risque 25217
826 parlez 25173
827 système 25079
828 inspecteur 25058
829 hors 25005
830 ferait 24916
831 terminé 24826
832 disais 24812
833 ouvre 24805
834 dedans 24743
835 pote 24696
836 expliquer 24667
837 espèce 24614
838 montre 24572
839 auras 24560
840 pied 24558
841 présent 24556
842 plusieurs 24539
843 disent 24514
844 michael 24413
845 marcher 24362
846 pieds 24344
847 lumière 24338
848 vraie 24214
849 pourra 24157
850 réponse 24156
851 coin 24100
852 suivre 23956
853 moitié 23919
854 club 23907
855 pouvons 23900
856 fallait 23862
857 doivent 23852
858 pareil 23786
859 joli 23768
860 vieille 23760
861 camp 23717
862 vouloir 23715
863 envoyer 23711
864 mission 23692
865 grosse 23687
866 soleil 23670
867 selon 23610
868 arrière 23600
869 tue 23575
870 lire 23553
871 devenu 23519
872 doucement 23508
873 tenir 23504
874 sortie 23469
875 rend 23464
876 allô 23460
877 flics 23386
878 exact 23367
879 tom 23298
880 joe 23286
881 disait 23285
882 you 23227
883 recherche 23204
884 continuer 23172
885 ignore 23158
886 l 23144
887 aimé 23061
888 poser 23060
889 chaud 23020
890 lettre 23008
891 tueur 22968
892 avance 22953
893 tiré 22916
894 arrivée 22897
895 bar 22888
896 quitter 22881
897 david 22866
898 connaître 22782
899 loi 22767
900 connaît 22689
901 gamin 22689
902 laquelle 22641
903 folle 22632
904 professeur 22611
905 jure 22589
906 joué 22526
907 essaye 22511
908 froid 22506
909 forme 22467
910 bonnes 22458
911 ie 22361
912 normal 22358
913 but 22327
914 offre 22265
915 conseil 22256
916 con 22217
917 debout 22192
918 dangereux 22121
919 tranquille 22105
920 prêts 22023
921 boîte 21994
922 mike 21989
923 ciel 21968
924 classe 21961
925 frank 21943
926 danger 21868
927 enquête 21802
928 télé 21779
929 oublier 21767
930 visite 21764
931 juge 21737
932 bons 21734
933 poste 21718
934 lu 21717
935 attaque 21663
936 touche 21656
937 droite 21643
938 george 21614
939 triste 21599
940 aimer 21569
941 vivant 21554
942 monte 21521
943 coucher 21520
944 envoie 21493
945 tombe 21469
946 jeunes 21462
947 preuve 21445
948 dame 21405
949 flic 21404
950 écouter 21386
951 met 21378
952 cuisine 21353
953 relation 21349
954 dossier 21303
955 sentir 21290
956 blanc 21261
957 serez 21233
958 chanson 21223
959 gueule 21221
960 foutre 21185
961 santé 21153
962 déjeuner 21101
963 pourtant 21057
964 change 21039
965 travers 21023
966 entrez 21002
967 ouvrir 20979
968 signifie 20962
969 âme 20941
970 voler 20922
971 centre 20912
972 chacun 20902
973 tire 20889
974 lieutenant 20867
975 certain 20797
976 compagnie 20740
977 vit 20675
978 m 20674
979 mecs 20671
980 ia 20657
981 mange 20646
982 clé 20577
983 manière 20557
984 différent 20548
985 bord 20543
986 décision 20517
987 n 20445
988 vendre 20445
989 aille 20414
990 enfer 20375
991 diable 20375
992 sortez 20320
993 acheté 20294
994 appartement 20244
995 étrange 20234
996 nulle 20193
997 monter 20189
998 signe 20141
999 faisais 20127
1000 bouche 20119
1001 payé 20082
1002 c 20076
1003 écrire 20034
1004 viennent 19988
1005 cheval 19978
1006 secondes 19976
1007 peter 19950
1008 responsable 19914
1009 coupable 19906
1010 honte 19897
1011 emmener 19881
1012 préfère 19869
1013 ordres 19779
1014 soin 19744
1015 milieu 19702
1016 prochain 19653
1017 mr 19649
1018 aurez 19622
1019 rire 19618
1020 cerveau 19525
1021 voie 19506
1022 amoureux 19493
1023 allée 19481
1024 paris 19437
1025 silence 19399
1026 t 19385
1027 drogue 19369
1028 coups 19347
1029 blague 19338
1030 trou 19322
1031 choisi 19316
1032 retourne 19302
1033 garçons 19279
1034 oeil 19271
1035 intérêt 19256
1036 connu 19254
1037 ll 19242
1038 tel 19241
1039 public 19219
1040 réunion 19203
1041 dirai 19194
1042 capable 19174
1043 client 19130
1044 époque 19106
1045 existe 19082
1046 pleine 19009
1047 prise 18964
1048 ecoutez 18963
1049 adresse 18919
1050 cacher 18908
1051 combat 18853
1052 peau 18846
1053 pute 18815
1054 dingue 18809
1055 sent 18808
1056 faisons 18746
1057 blessé 18734
1058 robe 18730
1059 tient 18721
1060 paul 18721
1061 promets 18700
1062 fiche 18673
1063 bière 18672
1064 présente 18660
1065 preuves 18639
1066 max 18633
1067 colonel 18588
1068 lequel 18548
1069 don 18527
1070 journal 18517
1071 société 18499
1072 quitté 18478
1073 assis 18470
1074 menti 18453
1075 sept 18451
1076 contact 18440
1077 base 18423
1078 vin 18421
1079 servir 18403
1080 exemple 18359
1081 jeter 18347
1082 contente 18332
1083 félicitations 18327
1084 mer 18283
1085 savent 18281
1086 tort 18269
1087 ouvert 18262
1088 récupérer 18235
1089 dommage 18207
1090 gouvernement 18202
1091 pourriez 18200
1092 vol 18197
1093 nez 18181
1094 devient 18151
1095 sauvé 18146
1096 fut 18121
1097 héros 18119
1098 tenez 18061
1099 livres 18047
1100 horrible 18020
1101 prévu 17999
1102 enceinte 17993
1103 secours 17962
1104 entrée 17949
1105 fric 17945
1106 henry 17925
1107 opération 17921
1108 seuls 17913
1109 témoin 17892
1110 environ 17831
1111 répondre 17782
1112 départ 17767
1113 danse 17755
1114 règles 17754
1115 vérifier 17750
1116 dirais 17724
1117 lune 17708
1118 sexe 17699
1119 découvert 17688
1120 and 17682
1121 justice 17666
1122 terrible 17665
1123 peuple 17643
1124 auriez 17639
1125 bruit 17605
1126 commandant 17593
1127 intéressant 17581
1128 lycée 17560
1129 ramener 17556
1130 rêves 17549
1131 mise 17521
1132 radio 17510
1133 inutile 17466
1134 excuse 17457
1135 tas 17385
1136 banque 17363
1137 apparemment 17349
1138 baiser 17346
1139 bête 17311
1140 ridicule 17297
1141 avenir 17294
1142 copine 17278
1143 thé 17265
1144 bande 17262
1145 œil 17260
1146 plupart 17249
1147 procès 17240
1148 bravo 17224
1149 verra 17164
1150 position 17142
1151 pose 17120
1152 sérieusement 17101
1153 pitié 17080
1154 humain 17078
1155 approche 17070
1156 liberté 17064
1157 appelez 17057
1158 revenu 17046
1159 longue 17029
1160 étions 17028
1161 occupé 17027
1162 certaines 17022
1163 anglais 17009
1164 nourriture 17000
1165 nord 16968
1166 partez 16967
1167 deuxième 16929
1168 vaisseau 16918
1169 toilettes 16895
1170 éviter 16889
1171 utilisé 16887
1172 cour 16876
1173 rôle 16867
1174 expérience 16862
1175 portes 16845
1176 match 16837
1177 grands 16837
1178 ennuis 16805
1179 fbi 16787
1180 empêcher 16780
1181 directeur 16769
1182 mur 16758
1183 croit 16749
1184 faudra 16730
1185 dérange 16721
1186 vêtements 16718
1187 conneries 16654
1188 conduire 16651
1189 d 16647
1190 tombé 16626
1191 défense 16609
1192 tante 16582
1193 marier 16571
1194 vide 16540
1195 danny 16539
1196 spécial 16504
1197 sud 16484
1198 censé 16482
1199 église 16478
1200 merveilleux 16471
1201 aie 16447
1202 james 16445
1203 huit 16437
1204 sol 16429
1205 excuser 16406
1206 avions 16381
1207 personnel 16374
1208 comprenez 16358
1209 hum 16356
1210 jimmy 16304
1211 bombe 16290
1212 intéresse 16283
1213 code 16229
1214 niveau 16201
1215 paraît 16195
1216 fenêtre 16191
1217 magasin 16185
1218 asseoir 16162
1219 chère 16131
1220 vidéo 16106
1221 aimais 16080
1222 sergent 16071
1223 mignon 16044
1224 obtenir 16023
1225 alex 16018
1226 reine 16017
1227 amérique 16015
1228 espoir 16004
1229 certainement 15950
1230 glace 15949
1231 mien 15949
1232 presse 15936
1233 revient 15932
1234 souvenir 15932
1235 terrain 15912
1236 danser 15901
1237 clients 15890
1238 arrivera 15878
1239 quartier 15871
1240 lorsque 15843
1241 tourne 15812
1242 douleur 15806
1243 aimez 15801
1244 mesdames 15796
1245 rose 15778
1246 parie 15747
1247 zone 15734
1248 ravi 15732
1249 sarah 15728
1250 spectacle 15718
1251 bob 15718
1252 jane 15717
1253 proche 15712
1254 présenter 15698
1255 sache 15696
1256 honnête 15647
1257 petites 15619
1258 irai 15603
1259 rapide 15576
1260 camion 15565
1261 meilleurs 15564
1262 touché 15551
1263 rendu 15546
1264 derniers 15516
1265 connard 15505
1266 village 15485
1267 importance 15472
1268 travaillé 15467
1269 venus 15440
1270 nul 15428
1271 mangé 15414
1272 mérite 15413
1273 bill 15411
1274 assurer 15400
1275 sexy 15400
1276 essayez 15387
1277 fier 15376
1278 prouver 15339
1279 ayez 15323
1280 vis 15320
1281 occasion 15308
1282 projet 15301
1283 rencontre 15265
1284 apprécie 15263
1285 marié 15241
1286 machine 15238
1287 parole 15232
1288 frères 15208
1289 savons 15208
1290 gosse 15186
1291 officier 15164
1292 discuter 15144
1293 vacances 15101
1294 tony 15088
1295 attendais 15086
1296 remettre 15077
1297 idées 15071
1298 copain 15051
1299 chaussures 15047
1300 respect 15021
1301 épouser 14999
1302 réalité 14990
1303 salope 14962
1304 jim 14937
1305 portable 14895
1306 choisir 14890
1307 programme 14866
1308 sert 14853
1309 fleurs 14808
1310 histoires 14804
1311 faite 14789
1312 rappeler 14775
1313 planète 14740
1314 offrir 14736
1315 pression 14729
1316 découvrir 14721
1317 court 14692
1318 bain 14690
1319 retrouvé 14689
1320 gagne 14676
1321 détruire 14663
1322 nick 14660
1323 utilise 14646
1324 to 14629
1325 chanter 14626
1326 mademoiselle 14610
1327 charge 14608
1328 soient 14594
1329 ray 14591
1330 énorme 14588
1331 nature 14577
1332 mary 14572
1333 monstre 14564
1334 riche 14544
1335 restes 14515
1336 solution 14503
1337 envers 14461
1338 réfléchir 14460
1339 informations 14452
1340 pierre 14445
1341 lâche 14439
1342 victimes 14422
1343 arrivent 14400
1344 will 14391
1345 test 14389
1346 enlever 14377
1347 sauter 14374
1348 stop 14362
1349 préparer 14354
1350 mariée 14345
1351 retrouve 14343
1352 dents 14339
1353 nécessaire 14329
1354 patient 14319
1355 finalement 14296
1356 immédiatement 14288
1357 arranger 14273
1358 toucher 14253
1359 bus 14231
1360 harry 14214
1361 ennemi 14212
1362 invité 14211
1363 aies 14190
1364 suspect 14180
1365 cartes 14171
1366 faits 14161
1367 jambes 14147
1368 couteau 14146
1369 durant 14091
1370 ancien 14068
1371 vent 14066
1372 trouves 14035
1373 futur 14016
1374 nouveaux 14012
1375 tourner 14010
1376 repas 14007
1377 espace 14004
1378 taille 13980
1379 dure 13980
1380 politique 13979
1381 telle 13955
1382 papier 13917
1383 accepter 13914
1384 université 13912
1385 vies 13905
1386 continuez 13889
1387 bu 13887
1388 descendre 13860
1389 conversation 13838
1390 contrat 13814
1391 sentiments 13810
1392 chat 13807
1393 richard 13799
1394 films 13788
1395 beauté 13786
1396 regardé 13786
1397 double 13772
1398 excellent 13766
1399 ordinateur 13742
1400 course 13717
1401 carrière 13717
1402 remarqué 13687
1403 dégage 13661
1404 mille 13656
1405 noms 13652
1406 aiment 13628
1407 bonheur 13627
1408 mémoire 13627
1409 vécu 13625
1410 permis 13620
1411 aimait 13613
1412 contraire 13604
1413 énergie 13554
1414 urgence 13545
1415 emmène 13536
1416 taxi 13513
1417 étant 13504
1418 joyeux 13481
1419 parmi 13477
1420 marie 13471
1421 manqué 13467
1422 propres 13442
1423 courage 13410
1424 différence 13399
1425 couple 13391
1426 prince 13378
1427 couché 13364
1428 cassé 13348
1429 crise 13331
1430 tuée 13324
1431 marrant 13322
1432 tommy 13294
1433 forte 13291
1434 série 13281
1435 faudrait 13276
1436 piste 13246
1437 apporté 13231
1438 puisque 13229
1439 action 13228
1440 aidé 13224
1441 trouvez 13207
1442 coupe 13191
1443 steve 13156
1444 rentré 13126
1445 quitte 13124
1446 mienne 13120
1447 km 13119
1448 maladie 13117
1449 dernières 13110
1450 cible 13095
1451 vouliez 13088
1452 johnny 13071
1453 secrets 13070
1454 raisons 13041
1455 restaurant 13032
1456 fil 13029
1457 alcool 13024
1458 amy 13022
1459 voudrait 13018
1460 caméra 13007
1461 lors 13001
1462 types 12994
1463 accès 12982
1464 refuse 12979
1465 pleurer 12974
1466 rends 12943
1467 totalement 12937
1468 foutu 12933
1469 londres 12922
1470 blanche 12918
1471 pensait 12908
1472 mettez 12851
1473 remercier 12835
1474 claire 12810
1475 excuses 12808
1476 entier 12779
1477 humains 12778
1478 couleur 12772
1479 île 12767
1480 fermer 12764
1481 soldat 12761
1482 disons 12752
1483 partis 12746
1484 frappé 12732
1485 dise 12727
1486 pensent 12726
1487 étage 12720
1488 mêmes 12703
1489 oubliez 12693
1490 amuser 12669
1491 épouse 12665
1492 régler 12651
1493 remercie 12648
1494 ouvrez 12643
1495 ryan 12638
1496 clés 12614
1497 soldats 12611
1498 gay 12610
1499 raté 12608
1500 frais 12591
1501 image 12571
1502 langue 12568
1503 suivi 12555
1504 venait 12544
1505 veuillez 12525
1506 direction 12507
1507 mentir 12489
1508 animaux 12460
1509 salaud 12451
1510 sacré 12451
1511 troisième 12435
1512 poisson 12427
1513 shérif 12414
1514 paie 12408
1515 billy 12386
1516 wow 12384
1517 frapper 12382
1518 courir 12381
1519 bouger 12380
1520 rejoindre 12343
1521 bleu 12292
1522 papiers 12290
1523 daniel 12287
1524 jésus 12279
1525 miss 12275
1526 points 12265
1527 chiens 12249
1528 américain 12246
1529 superbe 12212
1530 destin 12207
1531 mark 12195
1532 failli 12178
1533 faible 12177
1534 lait 12173
1535 adieu 12158
1536 pont 12138
1537 costume 12119
1538 détails 12116
1539 procureur 12113
1540 attraper 12112
1541 princesse 12112
1542 parlait 12100
1543 partenaire 12055
1544 arrêt 12048
1545 jake 12043
1546 pourras 12038
1547 goût 11994
1548 sourire 11980
1549 marre 11977
1550 bouteille 11972
1551 intention 11968
1552 doigts 11967
1553 robert 11958
1554 appartient 11928
1555 formidable 11910
1556 appelles 11906
1557 moindre 11897
1558 préféré 11893
1559 viendra 11891
1560 amène 11873
1561 unique 11872
1562 tribunal 11857
1563 français 11854
1564 foi 11847
1565 quelles 11838
1566 lettres 11821
1567 art 11815
1568 évidemment 11801
1569 date 11795
1570 jeux 11788
1571 amené 11783
1572 chasse 11777
1573 passée 11760
1574 enfoiré 11759
