1 que 12021478
2 não 9712854
3 o 9578625
4 de 8089861
5 a 7188507
6 é 6843557
7 você 6211533
8 e 5863939
9 eu 5741437
10 um 4589127
11 para 3779842
12 está 3329084
13 uma 3126696
14 se 3019258
15 com 2982081
16 por 2696801
17 ele 2676787
18 isso 2612967
19 em 2430023
20 me 2234523
21 do 2230480
22 mas 1991053
23 como 1874932
24 bem 1807664
25 da 1687508
26 os 1580807
27 no 1569711
28 ela 1513271
29 na 1466986
30 sim 1459607
31 aqui 1433522
32 mais 1415224
33 tem 1326265
34 meu 1291475
35 seu 1270628
36 muito 1256825
37 foi 1225928
38 as 1201224
39 vai 1187341
40 sua 1180930
41 estou 1157228
42 vamos 1126475
43 tudo 1071744
44 minha 982101
45 só 966699
46 então 957146
47 pode 948256
48 agora 937463
49 vou 896624
50 ser 857006
51 quando 848838
52 fazer 841339
53 sei 838749
54 nós 790653
55 eles 782237
56 tenho 752615
57 te 742331
58 estava 733469
59 quer 728047
60 certo 723097
61 sabe 697604
62 já 689393
63 era 684823
64 nos 676339
65 ou 662193
66 quem 661922
67 ao 660557
68 nada 653475
69 disse 645659
70 há 636920
71 onde 632573
72 quero 631140
73 lá 629664
74 bom 620655
75 sou 611084
76 ter 609640
77 dizer 595850
78 são 595151
79 posso 592656
80 acho 585456
81 mim 583718
82 sobre 580643
83 porque 574378
84 mesmo 552482
85 coisa 538051
86 todos 523476
87 estão 509489
88 algo 502025
89 até 498519
90 assim 493538
91 tempo 491430
92 nunca 488886
93 casa 483386
94 esse 480111
95 vocês 479786
96 à 478398
97 quê 474240
98 essa 469517
99 pra 466065
100 ver 464936
101 também 460872
102 tão 440869
103 ainda 440666
104 dos 436366
105 cara 429026
106 favor 419907
107 noite 419261
108 ir 417862
109 melhor 414302
110 sem 406210
111 obrigado 406072
112 temos 405028
113 dia 398381
114 talvez 392120
115 pai 390640
116 esta 385857
117 estamos 383263
118 deus 380908
119 isto 380656
120 alguém 375652
121 vida 367247
122 mãe 366011
123 este 365211
124 senhor 364363
125 anos 360453
126 sempre 359298
127 vez 352977
128 seus 348594
129 verdade 346976
130 oh 341947
131 ficar 336281
132 dele 335851
133 parece 333698
134 depois 328712
135 claro 328562
136 tinha 326962
137 pouco 324067
138 falar 323972
139 coisas 322527
140 pessoas 321853
141 antes 320890
142 pelo 312911
143 homem 311409
144 preciso 308745
145 apenas 307463
146 nem 305325
147 dois 304223
148 boa 303632
149 deve 303221
150 fazendo 298976
151 faz 292331
152 todo 291979
153 lugar 290480
154 acha 288409
155 fez 285872
156 fora 284072
157 aí 283379
158 estar 281942
159 qual 279702
160 trabalho 275516
161 disso 273422
162 hoje 269177
163 das 267711
164 ninguém 264754
165 precisa 262890
166 novo 258423
167 comigo 257493
168 queria 255059
169 ei 254305
170 alguma 251581
171 mundo 250903
172 saber 249301
173 dar 245566
174 grande 243929
175 seja 240320
176 dinheiro 239630
177 poderia 239297
178 sinto 238908
179 podemos 237243
180 suas 236608
181 nossa 235437
182 lhe 232886
183 nome 232347
184 será 231373
185 qualquer 228616
186 quanto 227422
187 outro 226085
188 pela 225952
189 vá 224848
190 meus 218527
191 dela 218451
192 nosso 218234
193 filho 217040
194 desculpe 213826
195 oi 211909
196 ok 208944
197 certeza 207966
198 vão 207677
199 outra 204539
200 hora 204081
201 sair 192994
202 toda 192105
203 volta 191592
204 problema 190505
205 mulher 188782
206 realmente 187880
207 olá 186773
208 aconteceu 185018
209 algum 184604
210 sabia 184094
211 menos 183982
212 tipo 183892
213 obrigada 182266
214 diga 181996
215 falando 178881
216 espere 178670
217 carro 177987
218 amigo 173652
219 vezes 172773
220 ótimo 172043
221 venha 171654
222 primeiro 170882
223 três 169325
224 deveria 168050
225 entre 167086
226 seria 166582
227 daqui 165932
228 diz 164052
229 amor 161870
230 sério 160819
231 ah 159994
232 parte 159277
233 voltar 159045
234 às 157616
235 olhe 157395
236 feliz 156371
237 embora 154340
238 viu 154168
239 tenha 152855
240 atrás 152122
241 faça 151267
242 família 150221
243 todas 149913
244 deixar 149879
245 olha 149801
