1 de 12218247
2 que 12131641
3 no 10444550
4 a 8037570
5 la 7711865
6 el 6389567
7 y 6003821
8 es 5897102
9 en 5770082
10 lo 5088161
11 un 4759154
12 por 3748676
13 qué 3490218
14 me 3312141
15 una 3255762
16 los 2604500
17 se 2578296
18 te 2560812
19 con 2558479
20 para 2388336
21 está 2043418
22 mi 2039945
23 si 1993102
24 pero 1986438
25 sí 1947538
26 bien 1722794
27 eso 1706115
28 su 1699637
29 las 1696744
30 yo 1623675
31 del 1398274
32 como 1383708
33 tu 1379940
34 aquí 1363977
35 al 1311313
36 más 1262973
37 le 1214398
38 esto 1092144
39 todo 1090900
40 ya 930618
41 estoy 922760
42 muy 914390
43 ahora 913738
44 esta 897814
45 ha 891410
46 vamos 885443
47 algo 879387
48 así 875928
49 bueno 854041
50 hay 853989
51 tengo 807270
52 él 789183
53 cuando 789081
54 estás 768530
55 sé 761934
56 tú 760143
57 nada 728452
58 nos 727968
59 este 720527
60 cómo 718768
61 o 711685
62 he 689735
63 ser 688341
64 puedo 681905
65 tiene 681808
66 quiero 680123
67 ella 677551
68 hacer 667267
69 fue 661581
70 gracias 658828
71 era 649417
72 vez 648211
73 sólo 645307
74 soy 631736
75 todos 577259
76 porque 573387
77 son 568019
78 tienes 565846
79 creo 550478
80 sabes 541320
81 estaba 540460
82 voy 534689
83 eres 532470
84 puede 530087
85 ese 523692
86 usted 518294
87 entonces 515823
88 hola 507799
89 casa 496977
90 verdad 491151
91 tan 486423
92 solo 479808
93 sus 478646
94 quién 475137
95 dos 471218
96 nunca 469608
97 tiempo 467222
98 esa 463501
99 oh 455617
100 dónde 452438
101 va 447137
102 favor 444217
103 quieres 436535
104 señor 432182
105 siento 431933
106 mucho 431776
107 mí 428284
108 mejor 423169
109 hace 419857
110 decir 416908
111 has 412724
112 también 408335
113 sobre 407448
114 dios 406465
115 sin 398566
116 tenemos 398299
117 están 397175
118 ti 394845
119 puedes 391776
120 hombre 391458
121 ver 388511
122 vida 384358
123 alguien 379064
124 siempre 359032
125 hasta 358369
126 cosas 356834
127 ahí 355592
128 años 347625
129 ir 345750
130 antes 341676
131 estar 338633
132 ni 336697
133 poco 336411
134 noche 334738
135 uno 333623
136 día 333519
137 hecho 328767
138 mis 327234
139 estamos 316466
140 otra 311641
141 acuerdo 309250
142 trabajo 307970
143 nosotros 303392
144 parece 300465
145 gente 299795
146 mira 296953
147 padre 295400
148 sea 294921
149 mismo 293441
150 dijo 290306
151 nadie 286991
152 quiere 282130
153 podría 279131
154 ellos 276420
155 hablar 276124
156 vas 274328
157 tal 268387
158 fuera 263924
159 después 263607
160 pasa 262346
161 desde 257268
162 han 256400
163 dinero 255002
164 mundo 251008
165 les 249063
166 claro 248501
167 tener 246529
168 estado 246374
169 otro 246302
170 momento 245793
171 había 245181
172 mañana 240468
173 tenía 239159
174 donde 239143
175 madre 236886
176 haciendo 235892
